start_date,end_date,duration_hours,duration_minutes,war_id,faction_id,faction_name,won,score,total_war_score,attacks,rank_before,rank_after,member_count,participating_member_count,reward_respect,reward_points,Small Arms Cache,Armor Cache,Melee Cache,Medium Arms Cache,Heavy Arms Cache,forfeit,score_pct_of_war_total,faction_total_wins,faction_total_wars,faction_win_percentage,rank_number_before,rank_number_after,total_cache_value
2025-03-20 18:00:00,2025-03-21 02:54:58,8.92,535.0,23402,35776,IA Black,True,11615,14228,1192,Platinum I,Platinum II,50,37,10875,3589,1.0,4.0,4.0,4.0,0.0,False,0.816,7,13,0.5384615384615384,14,15,2639.0
2025-02-15 22:00:00,2025-02-18 00:00:59,50.02,3001.0,22083,22932,The Red Circle,False,2780,11563,560,Platinum,Gold III,39,26,3674,1212,2.0,1.0,0.0,2.0,0.0,False,0.24,7,13,0.5384615384615384,13,12,911.0
2025-02-15 22:00:00,2025-02-18 00:00:59,50.02,3001.0,22083,46978,PT-Slinkys,True,8783,11563,825,Platinum I,Platinum II,43,21,8000,2640,0.0,2.0,2.0,5.0,0.0,False,0.76,12,23,0.5217391304347826,14,15,1834.0
2025-05-17 19:00:00,2025-05-21 01:00:55,78.02,4681.0,25519,49413,Green 'Peace',True,4030,6034,654,Gold II,Gold III,22,17,4677,0,1.0,3.0,0.0,1.0,0.0,False,0.668,11,19,0.5789473684210527,11,12,1228.0
2025-05-17 19:00:00,2025-05-21 01:00:55,78.02,4681.0,25519,52216,Ponzi's Flame,False,2004,6034,267,Gold I,Gold,20,15,2034,0,1.0,0.0,1.0,1.0,0.0,False,0.332,8,16,0.5,10,9,434.0
2025-01-25 18:00:00,2025-01-27 19:00:55,49.02,2941.0,21491,5431,[Redacted],True,11105,14674,2091,Platinum I,Platinum II,58,53,10218,3372,1.0,3.0,6.0,3.0,0.0,False,0.757,19,25,0.76,14,15,2406.0
2025-01-25 18:00:00,2025-01-27 19:00:55,49.02,2941.0,21491,42055,Dead Fragment,False,3569,14674,335,Platinum,Gold III,59,22,5029,1660,1.0,2.0,1.0,2.0,0.0,False,0.243,12,26,0.46153846153846156,13,12,1242.0
2025-04-12 22:00:00,2025-04-13 05:28:04,7.47,448.0,24126,10739,The Next Level - Forge,False,856,19715,87,Diamond,Platinum III,89,9,901,297,0.0,0.0,1.0,0.0,0.0,False,0.043,11,22,0.5,17,16,133.0
2025-04-12 22:00:00,2025-04-13 05:28:04,7.47,448.0,24126,42125,ODB,True,18859,19715,1358,Diamond,Diamond I,100,68,19543,6449,3.0,10.0,7.0,3.0,0.0,False,0.957,6,11,0.5454545454545454,17,18,4924.0
2025-02-21 17:00:00,2025-02-23 17:25:06,48.42,2905.0,22332,52627,Demon Sky,False,1285,4225,353,Bronze,Bronze,15,11,910,0,0.0,0.0,1.0,0.0,0.0,False,0.304,4,7,0.5714285714285714,1,1,133.0
2025-02-21 17:00:00,2025-02-23 17:25:06,48.42,2905.0,22332,53216,HF-The Moonlight Warriors,True,2940,4225,535,Bronze I,Bronze II,20,13,2136,0,1.0,1.0,1.0,0.0,0.0,False,0.696,7,12,0.5833333333333334,2,3,553.0
2025-01-23 10:00:00,2025-01-28 05:36:49,115.61,6937.0,21456,50241,Bucket o' Blood,False,3726,7629,896,Bronze,Bronze,20,16,935,309,0.0,0.0,1.0,0.0,0.0,False,0.488,6,13,0.46153846153846156,1,1,133.0
2025-01-23 10:00:00,2025-01-28 05:36:49,115.61,6937.0,21456,52908,Torn's Angels,True,3903,7629,787,Unranked,Bronze I,14,12,1347,0,0.0,0.0,2.0,0.0,0.0,False,0.512,2,3,0.6666666666666666,0,2,266.0
2025-03-20 21:00:00,2025-03-22 20:00:56,47.02,2821.0,23442,50579,Trash Bandits,True,10040,16080,1473,Silver III,Gold I,24,23,4076,1345,0.0,3.0,1.0,0.0,0.0,False,0.624,11,19,0.5789473684210527,8,10,1060.0
2025-03-20 21:00:00,2025-03-22 20:00:56,47.02,2821.0,23442,51855,Chaos Cartel,False,6040,16080,688,Gold,Silver III,29,22,2293,757,2.0,0.0,0.0,0.0,1.0,False,0.376,6,15,0.4,9,8,592.0
2025-02-06 20:00:00,2025-02-10 06:00:55,82.02,4921.0,22032,11428,Swiss Squad,True,10609,13755,888,Diamond II,Diamond III,91,36,24534,8096,2.0,10.0,10.0,7.0,0.0,False,0.771,15,22,0.6818181818181818,19,20,5972.0
2025-02-06 20:00:00,2025-02-10 06:00:55,82.02,4921.0,22032,27312,SA Succession,False,3146,13755,424,Diamond I,Diamond,99,88,9355,3087,1.0,6.0,2.0,1.0,0.0,False,0.229,7,19,0.3684210526315789,18,17,2421.0
2025-06-12 16:00:00,2025-06-15 01:20:08,57.34,3440.0,26815,51644,Ironclad Union,True,2337,3354,499,Bronze,Bronze I,16,10,1396,0,1.0,0.0,0.0,1.0,0.0,False,0.697,2,4,0.5,1,2,301.0
2025-06-12 16:00:00,2025-06-15 01:20:08,57.34,3440.0,26815,53085,Clan Myth,False,1017,3354,222,Unranked,Unranked,12,9,586,0,1.0,0.0,0.0,0.0,0.0,False,0.303,0,8,0.0,0,0,111.0
2025-01-17 14:00:00,2025-01-21 03:00:56,85.02,5101.0,21164,41028,DP Medics,False,1505,4943,174,Platinum II,Platinum I,17,4,2875,949,0.0,0.0,3.0,1.0,0.0,False,0.304,2,4,0.5,15,14,589.0
2025-01-17 14:00:00,2025-01-21 03:00:56,85.02,5101.0,21164,45421,Ricefields of Neverland,True,3438,4943,710,Platinum I,Platinum II,12,12,4656,1536,3.0,1.0,1.0,2.0,0.0,False,0.696,12,21,0.5714285714285714,14,15,1155.0
2025-06-12 16:00:00,2025-06-13 04:46:47,12.78,767.0,26763,12645,NPO - Endurance,False,4021,19446,580,Gold III,Gold II,94,58,4372,0,0.0,1.0,4.0,1.0,0.0,False,0.207,6,12,0.5,12,11,1031.0
2025-06-12 16:00:00,2025-06-13 04:46:47,12.78,767.0,26763,44865,Violent Resolution,True,15425,19446,1665,Gold III,Platinum I,75,55,12095,0,1.0,5.0,1.0,5.0,1.0,False,0.793,8,17,0.47058823529411764,12,14,3109.0
